Date,Eonia,Euribor1M,Euribor3M,Euribor6M,EUR1Y,EUR5Y,EUR10Y,EUR20Y,EUR30Y,LIBORON,LIBOR1M,LIBOR3M,LIBOR6M,UST1Y,UST5Y,UST10Y,UST20Y,UST30Y
2014-02-21,0.171,0.222,0.287,0.384,0.063925,0.774965,1.911848,2.724568,2.696157,0.09571,0.19714,0.26071,0.34143,0.12,1.56,2.73,3.41,3.69
2014-02-24,0.169,0.221,0.288,0.384,0.071051,0.793862,1.9324139999999999,2.745792,2.718338,0.095,0.19714,0.26071,0.34143,0.11,1.57,2.75,3.42,3.7
2014-02-25,0.166,0.222,0.289,0.387,0.078195,0.775674,1.9044599999999998,2.708555,2.676797,0.09071,0.19714,0.26143,0.33714,0.11,1.53,2.7,3.37,3.66
2014-02-26,0.168,0.222,0.288,0.387,0.066027,0.73745,1.861486,2.658651,2.621388,0.095,0.19714,0.26143,0.34286,0.11,1.5,2.67,3.34,3.63
2014-02-27,0.162,0.219,0.286,0.384,0.055187,0.696891,1.805591,2.608596,2.578116,0.095,0.19714,0.26,0.33929,0.11,1.49,2.65,3.31,3.6
2014-02-28,0.259,0.218,0.286,0.384,0.08718200000000001,0.786064,1.8801419999999998,2.6507259999999997,2.6168970000000003,0.16857,0.19714,0.26143,0.34429,0.12,1.51,2.66,3.31,3.59
2014-03-03,0.156,0.22,0.288,0.387,0.07862899999999999,0.737232,1.817981,2.596652,2.568435,0.09714,0.19714,0.26,0.34643,0.12,1.46,2.6,3.27,3.55
2014-03-04,0.157,0.218,0.287,0.386,0.067589,0.740202,1.838041,2.618239,2.5833880000000002,0.095,0.19714,0.25714,0.34571,0.12,1.54,2.7,3.36,3.64
2014-03-05,0.164,0.216,0.286,0.384,0.06696,0.7497090000000001,1.8523900000000002,2.646725,2.581932,0.09643,0.19571,0.25643,0.34571,0.13,1.54,2.7,3.36,3.64
2014-03-06,0.163,0.216,0.287,0.384,0.10262,0.796557,1.891786,2.675615,2.609652,0.09071,0.19571,0.255,0.34429,0.12,1.57,2.74,3.4,3.68
2014-03-07,0.159,0.229,0.299,0.398,0.122528,0.8096300000000001,1.901123,2.6808799999999997,2.613102,0.09143,0.20071,0.27071,0.36629,0.13,1.65,2.8,3.45,3.72
2014-03-10,0.167,0.236,0.307,0.408,0.12528499999999998,0.773794,1.862491,2.650143,2.582893,0.1,0.20714,0.27857,0.37343,0.12,1.64,2.79,3.45,3.73
2014-03-11,0.171,0.233,0.304,0.405,0.120868,0.789882,1.895464,2.699373,2.635738,0.10643,0.20786,0.27714,0.36771,0.13,1.62,2.77,3.43,3.7
2014-03-12,0.172,0.233,0.304,0.405,0.113997,0.7546609999999999,1.8419439999999998,2.652308,2.598849,0.10143,0.20714,0.275,0.35986,0.12,1.59,2.73,3.38,3.66
2014-03-13,0.17,0.23,0.304,0.405,0.11227899999999999,0.737291,1.8163610000000001,2.632883,2.5853990000000002,0.10357,0.20714,0.27214,0.36414,0.12,1.53,2.66,3.31,3.6
2014-03-14,0.158,0.23,0.303,0.402,0.10513900000000001,0.715137,1.7861080000000003,2.606251,2.563288,0.10429,0.20714,0.27214,0.36343,0.12,1.55,2.65,3.3,3.59
2014-03-17,0.162,0.232,0.305,0.407,0.118951,0.7271770000000001,1.800762,2.622579,2.578091,0.10643,0.20786,0.27429,0.37057,0.13,1.58,2.7,3.34,3.63
2014-03-18,0.16,0.234,0.309,0.41,0.129663,0.73339,1.813609,2.6301669999999997,2.57711,0.10571,0.20929,0.27643,0.37557,0.13,1.56,2.68,3.33,3.62
2014-03-19,0.168,0.237,0.312,0.414,0.128867,0.760917,1.842277,2.653845,2.601216,0.12143,0.21286,0.28,0.37271,0.15,1.75,2.78,3.39,3.66
2014-03-20,0.163,0.238,0.313,0.416,0.152982,0.8296180000000001,1.900638,2.6805779999999997,2.620693,0.11357,0.21286,0.28,0.377,0.14,1.73,2.79,3.4,3.67
2014-03-21,0.17,0.239,0.315,0.42,0.15628599999999998,0.81105,1.871537,2.656565,2.60227,0.11214,0.21286,0.28071,0.37843,0.14,1.73,2.75,3.34,3.61
2014-03-24,0.169,0.242,0.32,0.425,0.145112,0.781782,1.8368970000000002,2.624797,2.572521,0.11214,0.21643,0.28714,0.38629,0.14,1.76,2.74,3.31,3.57
2014-03-25,0.172,0.241,0.318,0.422,0.12538,0.762188,1.822855,2.610098,2.553932,0.11286,0.21643,0.28571,0.38557,0.13,1.76,2.75,3.32,3.59
2014-03-26,0.171,0.237,0.315,0.419,0.11380599999999999,0.7358279999999999,1.802256,2.602002,2.547679,0.11286,0.21571,0.28143,0.38271,0.12,1.7,2.71,3.29,3.55
2014-03-27,0.174,0.237,0.313,0.416,0.100279,0.708317,1.781714,2.588294,2.531679,0.12214,0.21786,0.27786,0.37986,0.12,1.7,2.69,3.25,3.52
2014-03-28,0.195,0.233,0.31,0.414,0.101854,0.728171,1.7949419999999998,2.584587,2.523936,0.13429,0.21,0.27643,0.37414,0.13,1.74,2.73,3.29,3.55
2014-03-31,0.688,0.237,0.313,0.418,0.11193299999999999,0.758831,1.8221189999999998,2.60466,2.5443830000000003,0.58071,0.21143,0.28143,0.37843,0.13,1.73,2.73,3.31,3.56
2014-04-01,0.194,0.235,0.313,0.418,0.11711500000000001,0.763392,1.826511,2.613736,2.555866,0.14286,0.21071,0.28143,0.37771,0.13,1.74,2.77,3.35,3.6
2014-04-02,0.212,0.242,0.319,0.423,0.124983,0.786492,1.8572529999999998,2.643743,2.582689,0.16286,0.21429,0.28571,0.38414,0.12,1.8,2.82,3.4,3.65
2014-04-03,0.218,0.24,0.319,0.423,0.129999,0.780455,1.855391,2.64914,2.588083,0.165,0.21357,0.28357,0.38343,0.11,1.79,2.8,3.38,3.62
2014-04-04,0.212,0.249,0.325,0.427,0.12175,0.728546,1.8046689999999999,2.634055,2.539025,0.16857,0.21571,0.29,0.39057,0.11,1.71,2.74,3.33,3.59
2014-04-07,0.224,0.252,0.327,0.427,0.10953199999999999,0.714546,1.78375,2.613994,2.524059,0.17357,0.21714,0.29071,0.38986,0.11,1.68,2.71,3.3,3.56
2014-04-08,0.216,0.251,0.327,0.426,0.115924,0.739063,1.808495,2.632752,2.541804,0.165,0.21857,0.29,0.38986,0.11,1.67,2.69,3.28,3.54
2014-04-09,0.209,0.251,0.327,0.427,0.11452799999999999,0.7703,1.8251,2.627703,2.5378580000000004,0.15929,0.21857,0.29,0.39129,0.1,1.65,2.71,3.31,3.57
2014-04-10,0.207,0.251,0.327,0.426,0.10510599999999999,0.732647,1.7796299999999998,2.595741,2.515701,0.15286,0.22143,0.29214,0.39129,0.09,1.59,2.65,3.24,3.52
2014-04-11,0.209,0.253,0.328,0.428,0.10920899999999999,0.704727,1.7453720000000001,2.556679,2.471269,0.15714,0.22214,0.29286,0.38986,0.09,1.58,2.63,3.22,3.48
2014-04-14,0.209,0.252,0.328,0.427,0.108301,0.709303,1.7516169999999998,2.5565740000000003,2.4668509999999997,0.14857,0.22214,0.29143,0.38843,0.1,1.61,2.65,3.23,3.48
2014-04-15,0.207,0.251,0.327,0.426,0.103782,0.700121,1.743195,2.5531599999999997,2.465748,0.15286,0.22214,0.29143,0.38771,0.11,1.63,2.64,3.2,3.46
2014-04-16,0.204,0.248,0.327,0.427,0.097225,0.686146,1.7177189999999998,2.523001,2.438819,0.15143,0.22071,0.29143,0.38771,0.11,1.67,2.65,3.2,3.45
2014-04-17,0.221,0.246,0.328,0.426,0.097234,0.7190479999999999,1.7350970000000001,2.532526,2.45946,0.16286,0.22071,0.29214,0.387,0.11,1.75,2.73,3.27,3.52
2014-04-22,0.217,0.248,0.329,0.429,0.113322,0.747428,1.771167,2.56739,2.4900849999999997,0.15357,0.22143,0.29357,0.39129,0.11,1.76,2.73,3.25,3.5
2014-04-23,0.238,0.253,0.332,0.432,0.123878,0.750325,1.7676580000000002,2.5519950000000002,2.4692689999999997,0.16714,0.22571,0.29643,0.392,0.11,1.73,2.7,3.22,3.47
2014-04-24,0.294,0.261,0.337,0.437,0.12554500000000002,0.737715,1.747838,2.5310610000000002,2.44985,0.18786,0.23214,0.30214,0.40057,0.1,1.74,2.7,3.22,3.46
2014-04-25,0.331,0.269,0.344,0.443,0.118471,0.72419,1.7176069999999999,2.491,2.413252,0.22786,0.24214,0.31143,0.40843,0.11,1.72,2.68,3.2,3.45
2014-04-28,0.398,0.269,0.345,0.444,0.122964,0.745509,1.736961,2.500659,2.420455,0.26643,0.24857,0.32143,0.417,0.1,1.73,2.7,3.23,3.47
2014-04-29,0.457,0.269,0.347,0.444,0.100481,0.736325,1.7504009999999999,2.5306610000000003,2.4494439999999997,0.28857,0.24714,0.31143,0.41057,0.11,1.74,2.71,3.25,3.49
2014-04-30,0.4,0.261,0.339,0.438,0.09431,0.7060649999999999,1.720765,2.511839,2.433268,0.35429,0.24071,0.30786,0.40271,0.11,1.69,2.67,3.22,3.47
2014-05-02,0.159,0.258,0.336,0.437,0.092405,0.6880430000000001,1.706466,2.500368,2.4180200000000003,0.14857,0.23929,0.30786,0.40414,0.1,1.67,2.6,3.12,3.37
2014-05-05,0.126,0.258,0.336,0.437,0.089926,0.671932,1.69108,2.48494,2.399411,0.14857,0.23929,0.30786,0.40414,0.11,1.68,2.63,3.16,3.41
2014-05-06,0.108,0.257,0.337,0.438,0.10769000000000001,0.6842520000000001,1.6975650000000002,2.492861,2.410787,0.09286,0.235,0.30786,0.40486,0.1,1.68,2.61,3.13,3.38
2014-05-07,0.26,0.262,0.338,0.437,0.104777,0.712429,1.7221119999999999,2.502725,2.4186080000000003,0.215,0.24,0.30786,0.40343,0.1,1.65,2.62,3.12,3.4
2014-05-08,0.239,0.262,0.338,0.438,0.086066,0.670754,1.689707,2.492213,2.413005,0.20714,0.24,0.30786,0.40343,0.1,1.63,2.61,3.17,3.45
2014-05-09,0.222,0.266,0.336,0.431,0.078248,0.6589,1.688634,2.512248,2.439521,0.20357,0.24071,0.3,0.39129,0.1,1.63,2.62,3.18,3.47
2014-05-12,0.191,0.267,0.335,0.43,0.090581,0.665126,1.6990180000000001,2.522144,2.444645,0.18071,0.24071,0.305,0.392,0.09,1.67,2.66,3.21,3.49
2014-05-13,0.184,0.268,0.335,0.429,0.07666,0.624857,1.6639279999999999,2.493224,2.4117509999999998,0.15143,0.24,0.305,0.392,0.1,1.62,2.61,3.17,3.45
2014-05-14,0.177,0.263,0.328,0.421,0.06339700000000001,0.5839409999999999,1.606624,2.438914,2.365577,0.145,0.235,0.29643,0.38129,0.1,1.57,2.54,3.09,3.37
2014-05-15,0.172,0.259,0.321,0.413,0.049893,0.5487529999999999,1.560763,2.392436,2.322015,0.14429,0.23214,0.28857,0.37557,0.09,1.55,2.5,3.05,3.33
2014-05-16,0.169,0.257,0.318,0.41,0.05954400000000001,0.570723,1.5743479999999999,2.392347,2.3197490000000003,0.14071,0.23071,0.29,0.37271,0.09,1.56,2.52,3.07,3.34
2014-05-19,0.177,0.257,0.318,0.409,0.048227,0.577292,1.582526,2.398504,2.3261369999999997,0.14571,0.23,0.29286,0.37271,0.09,1.56,2.54,3.11,3.39
2014-05-20,0.196,0.256,0.318,0.407,0.056988,0.5800850000000001,1.608859,2.4293139999999998,2.342535,0.14429,0.23143,0.29286,0.37129,0.09,1.53,2.52,3.1,3.38
2014-05-21,0.271,0.259,0.319,0.407,0.059377,0.600689,1.631968,2.446247,2.356739,0.20143,0.235,0.29214,0.37129,0.09,1.55,2.54,3.13,3.42
2014-05-22,0.337,0.262,0.318,0.407,0.040302,0.5795140000000001,1.597501,2.413751,2.334216,0.25286,0.23643,0.29357,0.37129,0.09,1.57,2.56,3.15,3.43
2014-05-23,0.396,0.261,0.317,0.406,0.043063,0.5733600000000001,1.601933,2.4245,2.3404409999999998,0.31214,0.23571,0.29214,0.36986,0.1,1.55,2.54,3.12,3.4
2014-05-26,0.425,0.258,0.317,0.404,0.028950999999999998,0.568944,1.592031,2.416718,2.3395040000000003,0.31214,0.23571,0.29214,0.36986,0.1,1.55,2.54,3.12,3.4
2014-05-27,0.469,0.257,0.316,0.4,0.034662,0.545085,1.574419,2.411708,2.3332330000000003,0.38571,0.235,0.28786,0.35857,0.09,1.56,2.52,3.09,3.37
2014-05-28,0.239,0.255,0.314,0.399,0.024066,0.523971,1.526818,2.365615,2.303703,0.23,0.23357,0.28786,0.36143,0.1,1.5,2.44,3.01,3.29
2014-05-29,0.244,0.251,0.31,0.397,0.024191,0.531958,1.527902,2.3719930000000002,2.318644,0.22571,0.23143,0.28714,0.36129,0.1,1.52,2.45,3.03,3.31
2014-05-30,0.448,0.251,0.311,0.397,0.03094,0.555714,1.5579180000000001,2.403206,2.346523,0.44786,0.23571,0.28714,0.36129,0.1,1.54,2.48,3.05,3.33
2014-06-02,0.226,0.25,0.309,0.394,0.024968999999999998,0.542709,1.55667,2.397255,2.326749,0.21643,0.235,0.28714,0.36129,0.1,1.6,2.54,3.1,3.38
2014-06-03,0.191,0.248,0.307,0.391,0.032177,0.5859439999999999,1.618615,2.4512150000000004,2.3682990000000004,0.18714,0.23214,0.28143,0.35914,0.1,1.65,2.6,3.17,3.43
2014-06-04,0.142,0.241,0.301,0.386,0.01127,0.592263,1.633651,2.4617880000000003,2.375253,0.14357,0.22429,0.28,0.35557,0.1,1.65,2.61,3.18,3.45
2014-06-05,0.104,0.23,0.292,0.376,0.00733,0.5807140000000001,1.6325379999999998,2.483962,2.404951,0.1,0.21429,0.27071,0.34214,0.1,1.63,2.59,3.17,3.44
2014-06-06,0.067,0.197,0.267,0.357,0.019365,0.48519700000000004,1.524617,2.4395599999999997,2.396434,0.08,0.185,0.24643,0.32071,0.11,1.66,2.6,3.17,3.44
2014-06-09,0.053,0.192,0.264,0.354,0.013183000000000002,0.516822,1.538822,2.435509,2.399705,0.06357,0.18143,0.245,0.32357,0.11,1.69,2.62,3.18,3.45
2014-06-10,0.065,0.188,0.263,0.353,0.0051719999999999995,0.548743,1.575589,2.4559889999999998,2.4094919999999997,0.05429,0.17714,0.24429,0.32571,0.11,1.71,2.64,3.2,3.47
2014-06-11,0.06,0.179,0.258,0.348,-0.0047469999999999995,0.538916,1.576567,2.457878,2.403587,0.05,0.16929,0.23571,0.32057,0.11,1.7,2.65,3.2,3.47
2014-06-12,0.043,0.156,0.242,0.333,-0.010805,0.525378,1.582566,2.486352,2.432773,0.02214,0.12857,0.21286,0.30286,0.1,1.66,2.58,3.14,3.41
2014-06-13,0.026,0.14,0.234,0.326,-0.020942,0.523628,1.569258,2.459559,2.405971,0.01,0.11357,0.20571,0.29714,0.11,1.7,2.6,3.14,3.41
2014-06-16,0.027,0.126,0.223,0.316,-0.017439,0.5052810000000001,1.539644,2.431578,2.382488,0.00429,0.09571,0.19214,0.28786,0.11,1.71,2.61,3.14,3.4
2014-06-17,0.03,0.119,0.217,0.312,-0.00742,0.533429,1.5823,2.4625310000000002,2.3972900000000004,0.00286,0.09357,0.18929,0.28286,0.11,1.77,2.66,3.19,3.44
2014-06-18,0.015,0.113,0.216,0.309,-0.014199000000000002,0.527489,1.565027,2.446283,2.3889720000000003,0.00357,0.08714,0.185,0.28,0.1,1.71,2.61,3.16,3.43
2014-06-19,0.01,0.109,0.212,0.306,-0.014586000000000002,0.481983,1.491351,2.385986,2.356939,-0.00214,0.08214,0.17786,0.27643,0.09,1.71,2.64,3.2,3.47
2014-06-20,0.025,0.108,0.212,0.306,-0.006619,0.513346,1.537123,2.433631,2.3918369999999998,-0.00143,0.085,0.17643,0.27357,0.09,1.71,2.63,3.18,3.44
2014-06-23,0.031,0.105,0.211,0.307,-0.018771,0.494134,1.507952,2.411115,2.380602,0.0,0.08286,0.17857,0.27214,0.1,1.72,2.63,3.18,3.45
2014-06-24,0.036,0.104,0.211,0.306,-0.015972999999999998,0.499755,1.511543,2.414285,2.389396,0.00214,0.08286,0.17786,0.27357,0.12,1.7,2.59,3.14,3.41
2014-06-25,0.043,0.103,0.208,0.306,-0.017058,0.464447,1.457136,2.358722,2.34202,0.00071,0.08286,0.17571,0.27286,0.11,1.68,2.57,3.12,3.38
2014-06-26,0.036,0.103,0.209,0.305,-0.020454,0.45556800000000003,1.427263,2.311416,2.298077,0.00071,0.08429,0.17571,0.27214,0.11,1.64,2.53,3.08,3.35
2014-06-27,0.025,0.101,0.207,0.303,-0.012624,0.47256400000000004,1.43823,2.314658,2.299509,0.00071,0.08214,0.17429,0.27214,0.1,1.64,2.54,3.1,3.36
2014-06-30,0.336,0.099,0.207,0.303,-0.009091,0.47104700000000005,1.4384629999999998,2.318106,2.302798,0.28857,0.085,0.17571,0.27214,0.11,1.62,2.53,3.08,3.34
2014-07-01,0.026,0.098,0.206,0.302,-0.015588,0.44841099999999995,1.426295,2.324221,2.311273,0.0,0.08286,0.17571,0.27071,0.11,1.66,2.58,3.13,3.4
2014-07-02,0.023,0.096,0.205,0.303,-0.008206,0.46515,1.454487,2.352384,2.3323509999999996,0.0,0.08286,0.17571,0.26429,0.12,1.71,2.64,3.2,3.46
2014-07-03,0.032,0.097,0.206,0.303,-0.017478999999999998,0.46955600000000003,1.4796770000000001,2.392641,2.3712560000000003,0.0,0.08286,0.17714,0.26714,0.11,1.74,2.65,3.21,3.47
2014-07-04,0.032,0.097,0.204,0.303,-0.01815,0.43801899999999994,1.429919,2.34297,2.329053,0.0,0.08429,0.17429,0.265,0.11,1.74,2.65,3.21,3.47
2014-07-07,0.029,0.097,0.203,0.303,-0.015286000000000001,0.442766,1.434442,2.347975,2.334827,0.0,0.08357,0.17214,0.265,0.12,1.74,2.63,3.17,3.44
2014-07-08,0.027,0.096,0.203,0.303,-0.019694999999999997,0.421044,1.395233,2.313714,2.3132099999999998,0.0,0.08357,0.17214,0.265,0.11,1.7,2.58,3.12,3.38
2014-07-09,0.033,0.095,0.203,0.304,-0.018836000000000002,0.42495600000000006,1.391879,2.3037970000000003,2.304103,0.0,0.08429,0.17143,0.26286,0.11,1.68,2.57,3.1,3.37
2014-07-10,0.036,0.094,0.202,0.304,-0.021259,0.408631,1.359656,2.260862,2.261851,0.0,0.08286,0.17143,0.26571,0.1,1.66,2.55,3.1,3.38
2014-07-11,0.05,0.093,0.203,0.305,-0.023098,0.415599,1.3674110000000002,2.265644,2.2654349999999996,0.0,0.08429,0.17286,0.265,0.11,1.65,2.53,3.07,3.34
2014-07-14,0.052,0.092,0.203,0.306,-0.014512,0.423101,1.378074,2.267121,2.255904,0.0,0.08429,0.17143,0.26429,0.11,1.68,2.55,3.1,3.36
2014-07-15,0.034,0.092,0.202,0.306,-0.024538,0.408587,1.34923,2.231382,2.230966,0.0,0.08286,0.17143,0.265,0.11,1.7,2.56,3.1,3.37
2014-07-16,0.036,0.091,0.201,0.304,-0.017778,0.41476,1.3558059999999998,2.225066,2.2130490000000003,0.0,0.08357,0.17143,0.26286,0.11,1.71,2.55,3.08,3.35
2014-07-17,0.039,0.091,0.201,0.303,-0.027960000000000002,0.408177,1.330168,2.198023,2.201046,0.0,0.08429,0.17214,0.25786,0.1,1.65,2.47,3.01,3.27
2014-07-18,0.037,0.092,0.202,0.303,-0.015002000000000001,0.398454,1.308139,2.163737,2.160584,0.0,0.08429,0.17071,0.26071,0.1,1.69,2.5,3.03,3.29
2014-07-21,0.048,0.096,0.204,0.303,-0.018844,0.401574,1.3027799999999998,2.160259,2.166672,0.0,0.085,0.17143,0.26,0.11,1.7,2.49,3.01,3.26
2014-07-22,0.041,0.096,0.206,0.305,-0.016146999999999998,0.417041,1.325015,2.179353,2.180329,0.0,0.08571,0.17429,0.26286,0.11,1.68,2.48,3.0,3.25
2014-07-23,0.047,0.098,0.208,0.308,-0.014158,0.397387,1.295323,2.152959,2.1593240000000002,0.00429,0.08929,0.17429,0.26429,0.11,1.67,2.48,3.0,3.26
2014-07-24,0.042,0.099,0.209,0.308,-0.018477,0.4229,1.3353540000000002,2.1903580000000002,2.1894430000000003,0.00643,0.09143,0.17857,0.26429,0.11,1.72,2.52,3.04,3.3
2014-07-25,0.043,0.099,0.209,0.308,-0.025699,0.40560300000000005,1.305731,2.1549169999999997,2.156837,0.005,0.09143,0.17786,0.26357,0.11,1.69,2.48,2.99,3.24
2014-07-28,0.044,0.099,0.209,0.306,-0.019547,0.40166999999999997,1.289876,2.1297580000000003,2.131175,0.00286,0.09,0.17643,0.26286,0.11,1.73,2.5,3.01,3.26
2014-07-29,0.032,0.099,0.209,0.306,-0.021728,0.391894,1.2658969999999998,2.0925439999999997,2.092936,0.00143,0.08929,0.18071,0.26429,0.12,1.7,2.47,2.97,3.22
2014-07-30,0.035,0.098,0.209,0.305,-0.022033,0.411708,1.292014,2.119118,2.119401,0.00071,0.09,0.17571,0.26714,0.13,1.77,2.57,3.06,3.31
2014-07-31,0.177,0.098,0.209,0.306,-0.017955000000000002,0.42861899999999997,1.338315,2.183752,2.177572,0.12071,0.08857,0.17714,0.26714,0.12,1.76,2.58,3.07,3.32
2014-08-01,0.023,0.097,0.208,0.308,-0.026581,0.410386,1.316108,2.1661759999999997,2.164813,0.00071,0.08929,0.17286,0.26571,0.13,1.67,2.52,3.03,3.29
2014-08-04,0.029,0.096,0.208,0.307,-0.017813,0.392403,1.282944,2.130762,2.1335509999999998,0.00071,0.08929,0.17286,0.26714,0.12,1.66,2.51,3.04,3.3
2014-08-05,0.031,0.097,0.207,0.307,-0.01469,0.41901099999999997,1.319757,2.1572240000000003,2.148707,0.00071,0.08857,0.17143,0.26714,0.12,1.66,2.49,3.02,3.28
2014-08-06,0.021,0.096,0.206,0.306,-0.03329,0.3842,1.2585549999999999,2.079644,2.0767849999999997,-0.00429,0.08786,0.16857,0.26643,0.11,1.66,2.49,3.01,3.27
2014-08-07,0.014,0.096,0.205,0.304,-0.02277,0.374002,1.242624,2.0642,2.061393,-0.005,0.08571,0.16786,0.265,0.11,1.6,2.43,2.97,3.23
2014-08-08,0.019,0.094,0.203,0.302,-0.027110000000000002,0.36091599999999996,1.202852,2.0015419999999997,2.00066,-0.005,0.08571,0.16786,0.26643,0.1,1.62,2.44,2.97,3.23
2014-08-11,0.01,0.092,0.202,0.301,-0.031333,0.36207399999999995,1.212842,2.02002,2.020172,-0.00643,0.08429,0.16643,0.26643,0.1,1.62,2.44,2.97,3.24
2014-08-12,0.009,0.091,0.201,0.3,-0.031032,0.364713,1.217149,2.038237,2.0490049999999997,-0.00714,0.08429,0.16357,0.26357,0.1,1.63,2.46,3.0,3.27
2014-08-13,0.019,0.09,0.199,0.299,-0.026674,0.348594,1.20599,2.041498,2.0548450000000003,-0.00571,0.08143,0.16286,0.26357,0.1,1.59,2.43,2.97,3.24
2014-08-14,0.014,0.089,0.198,0.298,-0.025314,0.333858,1.17082,1.990325,2.0038419999999997,-0.00429,0.07929,0.15929,0.26,0.1,1.58,2.4,2.93,3.2
2014-08-15,0.007,0.088,0.197,0.297,-0.026668999999999998,0.33110700000000004,1.16103,1.975314,1.989999,-0.00857,0.07929,0.15714,0.25857,0.09,1.55,2.34,2.86,3.13
2014-08-18,0.006,0.089,0.196,0.297,-0.029894999999999998,0.339916,1.177676,1.983828,1.987875,-0.00714,0.07857,0.15786,0.25857,0.1,1.58,2.39,2.92,3.2
2014-08-19,0.005,0.087,0.191,0.292,-0.032905000000000004,0.32987,1.161486,1.964443,1.9692330000000002,-0.01214,0.07429,0.15357,0.24857,0.11,1.59,2.4,2.94,3.21
2014-08-20,0.013,0.084,0.187,0.289,-0.039751999999999996,0.319971,1.139583,1.929686,1.933273,-0.01571,0.07071,0.15429,0.24857,0.12,1.65,2.43,2.95,3.22
2014-08-21,0.014,0.081,0.186,0.287,-0.036285000000000005,0.324358,1.138582,1.920068,1.921234,-0.01643,0.07143,0.15214,0.24786,0.1,1.64,2.41,2.92,3.19
2014-08-22,0.006,0.079,0.183,0.288,-0.030001999999999997,0.328223,1.131903,1.904624,1.906816,-0.01643,0.07143,0.15143,0.24929,0.1,1.68,2.4,2.9,3.16
2014-08-25,0.019,0.074,0.175,0.274,-0.06350700000000001,0.283045,1.089897,1.876137,1.884278,-0.01643,0.07143,0.15143,0.24929,0.11,1.69,2.39,2.88,3.13
2014-08-26,0.009,0.071,0.171,0.271,-0.053161,0.29239299999999996,1.077615,1.8658240000000001,1.893857,-0.01857,0.06286,0.13857,0.23571,0.12,1.68,2.39,2.89,3.15
2014-08-27,0.011,0.069,0.17,0.269,-0.056919000000000004,0.259506,1.025425,1.826761,1.875188,-0.01786,0.06214,0.13143,0.22786,0.11,1.65,2.37,2.85,3.11
2014-08-28,-0.004,0.068,0.167,0.267,-0.050136,0.267898,1.014556,1.791952,1.837,-0.02286,0.05929,0.13,0.22643,0.11,1.63,2.34,2.82,3.08
2014-08-29,0.101,0.067,0.163,0.264,-0.055359000000000005,0.276186,1.031518,1.805075,1.8419,0.04929,0.06,0.12643,0.22357,0.09,1.63,2.35,2.83,3.09
2014-09-01,-0.013,0.066,0.159,0.259,-0.062480999999999995,0.26155300000000004,1.036369,1.8286799999999999,1.861436,-0.02643,0.05571,0.12143,0.21786,0.09,1.63,2.35,2.83,3.09
2014-09-02,-0.007,0.06,0.152,0.252,-0.057942999999999995,0.287958,1.089338,1.8911069999999999,1.9137939999999998,-0.03071,0.05,0.11571,0.20857,0.1,1.69,2.42,2.91,3.17
2014-09-03,-0.006,0.061,0.15,0.25,-0.049061,0.296054,1.110803,1.926809,1.949393,-0.02643,0.05143,0.11643,0.20857,0.11,1.69,2.41,2.9,3.15
2014-09-04,0.003,0.059,0.149,0.249,-0.097432,0.254762,1.102027,1.966536,2.003645,-0.02714,0.05071,0.115,0.20714,0.1,1.71,2.45,2.95,3.21
2014-09-05,0.0,0.019,0.104,0.203,-0.099851,0.235421,1.0756350000000001,1.963691,2.018332,-0.02857,0.00071,0.05857,0.15571,0.1,1.69,2.46,2.97,3.23
2014-09-08,0.003,0.013,0.094,0.196,-0.10041,0.234198,1.068597,1.9369490000000003,1.978647,-0.02571,-0.00071,0.05357,0.15143,0.1,1.72,2.48,2.97,3.23
2014-09-09,0.012,0.01,0.089,0.191,-0.099594,0.272512,1.147779,2.021106,2.040675,-0.01714,-0.00286,0.04714,0.145,0.11,1.76,2.5,2.97,3.23
2014-09-10,-0.024,0.01,0.087,0.191,-0.09367,0.286063,1.166626,2.031528,2.041369,-0.06429,0.0,0.05071,0.14286,0.11,1.79,2.54,3.01,3.26
2014-09-11,-0.016,0.007,0.084,0.188,-0.09640599999999999,0.285177,1.1581290000000002,2.008826,2.013949,-0.05929,0.00071,0.05,0.14,0.11,1.79,2.54,3.02,3.27
2014-09-12,-0.014,0.006,0.082,0.187,-0.08645,0.322353,1.208048,2.057238,2.057454,-0.05071,0.00214,0.05071,0.14,0.11,1.83,2.62,3.1,3.35
2014-09-15,-0.011,0.007,0.081,0.188,-0.094391,0.295412,1.174311,2.026841,2.031448,-0.04929,0.00071,0.05071,0.14286,0.11,1.8,2.6,3.09,3.34
2014-09-16,0.007,0.006,0.081,0.187,-0.084026,0.30344699999999997,1.18604,2.050878,2.0620939999999996,-0.04714,0.0,0.05,0.14286,0.13,1.78,2.6,3.11,3.36
2014-09-17,0.007,0.006,0.082,0.188,-0.096117,0.29202100000000003,1.180733,2.0606419999999996,2.079682,-0.04714,0.00071,0.05,0.14286,0.12,1.82,2.62,3.12,3.37
2014-09-18,0.003,0.007,0.082,0.187,-0.083064,0.331781,1.22231,2.083787,2.092822,-0.04571,0.00286,0.05143,0.14429,0.12,1.85,2.63,3.12,3.36
2014-09-19,0.007,0.008,0.083,0.187,-0.091515,0.294632,1.171465,2.044578,2.06848,-0.04143,0.00286,0.05214,0.14857,0.11,1.83,2.59,3.05,3.29
