Date,Eonia,Euribor1M,Euribor3M,Euribor6M,EUR1Y,EUR5Y,EUR10Y,EUR20Y,EUR30Y,LIBORON,LIBOR1M,LIBOR3M,LIBOR6M,UST1Y,UST5Y,UST10Y,UST20Y,UST30Y
2008-02-15,4.008,4.18,4.355,4.35,3.3965629999999996,3.4746309999999996,4.077093,4.56184,4.733386,4.02125,4.18,4.35563,4.34875,2.02,2.76,3.76,4.55,4.58
2008-02-18,4.013,4.18,4.358,4.355,3.452921,3.538669,4.122184,4.603604,4.775335,4.02375,4.18,4.3575,4.355,2.02,2.76,3.76,4.55,4.58
2008-02-19,4.014,4.179,4.36,4.357,3.461303,3.546929,4.135444000000001,4.6066519999999995,4.772692,4.0275,4.18,4.36,4.35563,2.11,2.93,3.89,4.63,4.66
2008-02-20,4.016,4.18,4.366,4.371,3.4934830000000003,3.5745669999999996,4.144347,4.60061,4.761387,4.0225,4.18,4.36438,4.3725,2.16,3.02,3.93,4.63,4.65
2008-02-21,4.015,4.18,4.373,4.376,3.566762,3.6478230000000003,4.173369999999999,4.613644,4.770917,4.02375,4.18125,4.375,4.37938,2.05,2.8,3.77,4.52,4.54
2008-02-22,4.008,4.18,4.374,4.371,3.5520660000000004,3.599399,4.132994999999999,4.599843,4.768676,4.025,4.17875,4.37813,4.37438,2.08,2.81,3.79,4.55,4.58
2008-02-25,4.01,4.181,4.379,4.382,3.5398400000000003,3.593958,4.143066999999999,4.621693,4.794554,4.02375,4.18125,4.38,4.38438,2.13,2.98,3.91,4.65,4.67
2008-02-26,4.008,4.185,4.382,4.389,3.569583,3.6547989999999997,4.198103,4.668483,4.838104,4.02125,4.18563,4.38563,4.39125,2.07,2.92,3.88,4.64,4.66
2008-02-27,4.006,4.185,4.386,4.39,3.5297680000000002,3.6090800000000005,4.190961,4.683149,4.858833,4.0225,4.18813,4.39063,4.3925,2.02,2.89,3.85,4.62,4.65
2008-02-28,4.007,4.2,4.387,4.389,3.502037,3.5605089999999997,4.158176999999999,4.657361,4.83448,4.01875,4.20125,4.38813,4.3925,1.92,2.73,3.71,4.51,4.55
2008-02-29,4.041,4.2,4.384,4.383,3.4174510000000002,3.4324809999999997,4.061381,4.580986,4.764277,4.0625,4.20125,4.38813,4.38938,1.77,2.5,3.53,4.37,4.41
2008-03-03,4.009,4.199,4.383,4.379,3.43715,3.3998019999999998,4.0192120000000005,4.565885,4.7620569999999995,4.02375,4.2,4.3825,4.38438,1.74,2.48,3.54,4.37,4.42
2008-03-04,4.01,4.2,4.391,4.395,3.474364,3.418668,4.023553,4.575825,4.776026,4.02375,4.20125,4.38875,4.395,1.72,2.53,3.63,4.46,4.52
2008-03-05,4.013,4.201,4.401,4.406,3.488797,3.449271,4.060146,4.611255,4.810377,4.0225,4.2025,4.39875,4.405,1.72,2.59,3.7,4.55,4.6
2008-03-06,4.019,4.212,4.429,4.437,3.519822,3.449979,4.052575,4.607496,4.809064,4.02625,4.2125,4.43,4.44,1.59,2.5,3.62,4.52,4.57
2008-03-07,4.047,4.263,4.497,4.494,3.512325,3.432953,4.03846,4.614934,4.826641,4.03125,4.27,4.50188,4.50438,1.55,2.45,3.56,4.49,4.55
2008-03-10,4.128,4.296,4.558,4.554,3.4861980000000004,3.3923870000000003,4.0124,4.609661,4.829728,4.10125,4.29688,4.55875,4.55938,1.46,2.37,3.46,4.39,4.45
2008-03-11,4.229,4.305,4.597,4.573,3.5623910000000003,3.452475,4.016919000000001,4.611855,4.838649,4.17875,4.3075,4.59563,4.58,1.67,2.61,3.6,4.48,4.53
2008-03-12,4.04,4.301,4.605,4.588,3.5684410000000004,3.4516449999999996,3.9906660000000005,4.5681959999999995,4.789737000000001,4.055,4.30375,4.60313,4.59125,1.58,2.49,3.49,4.35,4.4
2008-03-13,4.029,4.303,4.606,4.594,3.518671,3.388579,3.965753,4.558247,4.781242,4.04625,4.30563,4.60375,4.59813,1.54,2.53,3.56,4.42,4.47
2008-03-14,4.026,4.309,4.617,4.61,3.5337120000000004,3.417025,3.990701,4.595516,4.8258849999999995,4.04125,4.31375,4.6175,4.615,1.37,2.37,3.44,4.3,4.35
2008-03-17,4.046,4.33,4.652,4.639,3.4484980000000003,3.353718,3.980089,4.603719,4.836377,4.055,4.33188,4.65813,4.64813,1.32,2.23,3.34,4.24,4.29
2008-03-18,4.083,4.332,4.654,4.65,3.513868,3.4331129999999996,4.03101,4.659073,4.8986529999999995,4.12125,4.33688,4.65875,4.655,1.4,2.42,3.48,4.3,4.35
2008-03-19,4.188,4.347,4.664,4.661,3.5621089999999995,3.4831870000000005,4.010742,4.583231,4.804764,4.2,4.34813,4.67,4.66813,1.33,2.36,3.38,4.2,4.22
2008-03-20,4.133,4.353,4.674,4.675,3.625569,3.555801,3.9990379999999996,4.502397,4.701890000000001,4.20125,4.35625,4.68,4.68125,1.33,2.36,3.34,4.15,4.17
2008-03-25,4.193,4.365,4.699,4.705,3.7041470000000003,3.6617900000000003,4.065106,4.530339,4.716957,4.22875,4.3725,4.70375,4.70813,1.64,2.61,3.51,4.29,4.3
2008-03-26,4.187,4.376,4.718,4.718,3.7165489999999997,3.6728120000000004,4.0828809999999995,4.574593,4.7759,4.2075,4.38188,4.72063,4.72188,1.56,2.55,3.51,4.31,4.33
2008-03-27,4.125,4.379,4.728,4.731,3.686808,3.6762029999999997,4.130562,4.65873,4.872367,4.16375,4.38313,4.73125,4.73375,1.57,2.61,3.56,4.37,4.38
2008-03-28,4.065,4.359,4.731,4.733,3.7037449999999996,3.7170980000000005,4.150853,4.659008,4.866478,4.09375,4.36,4.735,4.73813,1.56,2.51,3.47,4.32,4.33
2008-03-31,4.159,4.358,4.727,4.725,3.699265,3.6963779999999997,4.130928,4.63244,4.834738,4.185,4.35875,4.7275,4.7275,1.55,2.46,3.45,4.3,4.3
2008-04-01,4.025,4.357,4.731,4.732,3.7317489999999998,3.750665,4.155037,4.630602,4.825368,4.0575,4.35688,4.73375,4.73688,1.62,2.65,3.57,4.4,4.4
2008-04-02,4.035,4.352,4.736,4.737,3.7427620000000004,3.756306,4.155546,4.595044000000001,4.768365,4.0475,4.35188,4.74,4.74,1.67,2.72,3.6,4.4,4.38
2008-04-03,4.006,4.349,4.741,4.744,3.733137,3.7630220000000003,4.187031,4.6473510000000005,4.827926000000001,4.0475,4.35125,4.7425,4.7475,1.68,2.75,3.61,4.41,4.4
2008-04-04,3.942,4.348,4.741,4.745,3.712733,3.722726,4.138629,4.595063,4.77449,3.96,4.34938,4.745,4.74813,1.63,2.63,3.5,4.32,4.32
2008-04-07,3.913,4.349,4.742,4.747,3.7411830000000004,3.78891,4.18646,4.618817,4.789112,3.96,4.3475,4.74375,4.74938,1.72,2.75,3.57,4.37,4.36
2008-04-08,3.895,4.353,4.742,4.747,3.7446029999999997,3.790161,4.196961,4.633996,4.804922,3.93875,4.35063,4.74188,4.74938,1.68,2.72,3.58,4.37,4.37
2008-04-09,4.023,4.354,4.744,4.747,3.729275,3.79437,4.2163,4.641349,4.802912999999999,4.03625,4.35313,4.74375,4.75,1.6,2.59,3.49,4.3,4.31
2008-04-10,4.014,4.363,4.744,4.747,3.70845,3.7165440000000003,4.1487739999999995,4.600232,4.773377,4.03125,4.35938,4.74375,4.75,1.61,2.66,3.55,4.33,4.34
2008-04-11,3.973,4.365,4.747,4.751,3.690236,3.668587,4.099048000000001,4.55586,4.731678,4.02,4.36375,4.7475,4.75,1.52,2.57,3.49,4.28,4.3
2008-04-14,3.988,4.363,4.753,4.757,3.714968,3.6998800000000003,4.129412,4.588449,4.76582,4.02,4.36688,4.75438,4.75875,1.53,2.6,3.53,4.32,4.35
2008-04-15,3.783,4.368,4.764,4.767,3.7521980000000004,3.756729,4.164271,4.617205,4.7960199999999995,3.9,4.37063,4.76125,4.76813,1.56,2.68,3.6,4.38,4.42
2008-04-16,4.005,4.371,4.774,4.776,3.772852,3.796441,4.193329,4.649837000000001,4.83398,4.01,4.3725,4.775,4.78313,1.65,2.82,3.72,4.49,4.54
2008-04-17,3.989,4.371,4.784,4.793,3.801878,3.886969,4.271804,4.715644,4.897393,4.00125,4.37063,4.78,4.7925,1.77,2.9,3.75,4.5,4.54
2008-04-18,3.921,4.372,4.794,4.798,3.880293,4.002179,4.31658,4.747065,4.9507,3.9625,4.37375,4.79188,4.79813,1.85,2.95,3.77,4.52,4.51
2008-04-21,3.877,4.378,4.805,4.817,3.868029,3.9830410000000005,4.307858,4.7351790000000005,4.929737,3.8875,4.3775,4.80438,4.81563,1.86,2.95,3.75,4.48,4.48
2008-04-22,3.892,4.383,4.82,4.836,4.003266,4.0058050000000005,4.333554,4.725161,4.871937,3.9125,4.38813,4.82313,4.84875,1.84,2.96,3.74,4.47,4.46
2008-04-23,3.977,4.386,4.829,4.865,3.9420610000000003,3.9727129999999997,4.318829,4.714265,4.861942,3.97,4.38688,4.82875,4.86813,1.83,2.98,3.77,4.49,4.49
2008-04-24,4.027,4.386,4.837,4.865,3.9310300000000002,3.982797,4.350846,4.744975,4.890143,4.03125,4.38563,4.83375,4.86688,1.91,3.15,3.87,4.56,4.56
2008-04-25,4.056,4.387,4.847,4.881,3.931793,3.985719,4.354501,4.76094,4.91219,4.055,4.38813,4.84563,4.87938,1.97,3.2,3.91,4.61,4.61
2008-04-28,4.069,4.386,4.848,4.881,3.914125,4.005629,4.390121,4.795699,4.945727,4.08375,4.38688,4.845,4.88063,1.95,3.14,3.86,4.57,4.57
2008-04-29,4.09,4.389,4.857,4.883,3.8866370000000003,3.9664660000000005,4.355441000000001,4.753981,4.90038,4.105,4.38563,4.855,4.88625,1.94,3.11,3.85,4.56,4.55
2008-04-30,4.21,4.39,4.857,4.882,3.891177,3.9451669999999996,4.318280000000001,4.686355000000001,4.819518,4.2375,4.38688,4.85563,4.88438,1.85,3.03,3.77,4.49,4.49
2008-05-02,4.082,4.386,4.855,4.878,3.9070160000000005,4.0142489999999995,4.364595,4.73365,4.870648,4.0825,4.38625,4.85625,4.88313,1.97,3.18,3.89,4.57,4.57
2008-05-05,4.065,4.386,4.857,4.879,3.9179489999999997,3.983578,4.335685,4.676882,4.799497,4.08,4.38563,4.8575,4.88,1.98,3.14,3.88,4.58,4.58
2008-05-06,4.062,4.386,4.857,4.88,3.8662080000000003,3.907653,4.295405000000001,4.648666,4.773864,4.0775,4.38625,4.85563,4.88188,1.96,3.15,3.93,4.64,4.64
2008-05-07,4.048,4.386,4.856,4.879,3.881874,3.959639,4.352835,4.6997290000000005,4.821914,4.06125,4.38313,4.85375,4.87813,1.94,3.09,3.87,4.61,4.61
2008-05-08,3.979,4.385,4.855,4.877,3.874085,3.887718,4.286411,4.627757,4.746773999999999,4.03125,4.38438,4.85313,4.8775,1.91,2.99,3.79,4.55,4.5
2008-05-09,3.793,4.384,4.855,4.872,3.848429,3.802547,4.223707,4.578644000000001,4.701906,3.84,4.38313,4.85375,4.87313,1.91,2.98,3.77,4.52,4.53
2008-05-12,3.73,4.384,4.857,4.877,3.867639,3.833639,4.221127,4.5895220000000005,4.7206220000000005,3.7275,4.38125,4.8525,4.87688,2.01,3.0,3.78,4.52,4.53
2008-05-13,4.004,4.384,4.856,4.879,3.9249769999999997,3.9220980000000005,4.287559,4.659764,4.794215,4.02125,4.38313,4.85188,4.8775,2.08,3.17,3.9,4.61,4.62
2008-05-14,4.036,4.382,4.859,4.892,3.956342,3.98184,4.327162,4.721759,4.868995,4.02625,4.38313,4.85625,4.88813,2.11,3.22,3.92,4.63,4.63
2008-05-15,4.02,4.377,4.86,4.899,4.005838,4.045898,4.385564,4.771367,4.914495,4.01375,4.37688,4.8575,4.89813,2.08,3.1,3.83,4.55,4.56
2008-05-16,3.999,4.375,4.859,4.9,4.00842,4.052795,4.352633,4.730424,4.874758,4.00625,4.37063,4.855,4.89625,2.09,3.12,3.85,4.57,4.58
2008-05-19,3.994,4.376,4.858,4.896,4.004291,4.042051,4.350029,4.7232330000000005,4.864298000000001,4.00625,4.37188,4.8575,4.8975,2.07,3.09,3.83,4.55,4.56
2008-05-20,3.982,4.374,4.856,4.898,4.019385,4.046137,4.346337,4.7162239999999995,4.856294999999999,3.99875,4.37563,4.85375,4.89688,2.05,3.02,3.78,4.52,4.53
2008-05-21,3.987,4.374,4.858,4.903,4.080602,4.124869,4.402812,4.761361,4.898166000000001,3.99,4.37313,4.85375,4.90375,2.07,3.09,3.81,4.53,4.55
2008-05-22,3.996,4.373,4.855,4.906,4.129639,4.165615,4.430062,4.784132,4.919447,4.01,4.37438,4.855,4.90875,2.15,3.24,3.92,4.62,4.63
2008-05-23,4.024,4.373,4.857,4.915,4.1471,4.15412,4.393669,4.748191,4.886177,4.00875,4.37438,4.85563,4.91688,2.11,3.15,3.85,4.56,4.57
2008-05-26,4.043,4.374,4.857,4.922,4.145151,4.1668769999999995,4.416187,4.76144,4.893737000000001,4.045,4.37375,4.855,4.92313,2.11,3.15,3.85,4.56,4.57
2008-05-27,4.062,4.373,4.857,4.922,4.134206,4.1753480000000005,4.43204,4.776189,4.9074029999999995,4.06125,4.37313,4.8575,4.92438,2.15,3.25,3.93,4.65,4.65
2008-05-28,4.076,4.374,4.857,4.922,4.146445,4.221184,4.477583999999999,4.818594999999999,4.9486989999999995,4.08125,4.37125,4.85625,4.92563,2.21,3.36,4.03,4.72,4.71
2008-05-29,4.107,4.465,4.86,4.923,4.197546,4.3166199999999995,4.567346,4.901631,5.029052,4.12625,4.46188,4.8575,4.92375,2.16,3.41,4.08,4.77,4.76
2008-05-30,4.114,4.464,4.864,4.928,4.196946,4.267615,4.518585,4.83716,4.956382,4.15375,4.46,4.86,4.92688,2.22,3.41,4.06,4.74,4.72
2008-06-02,4.044,4.464,4.865,4.928,4.179261,4.238685,4.503613,4.830329,4.952085,4.05375,4.46219,4.86406,4.92875,2.17,3.28,3.98,4.69,4.68
2008-06-03,4.037,4.462,4.864,4.928,4.2347980000000005,4.298979,4.562456,4.908191,5.038761,4.05,4.465,4.86281,4.92938,2.14,3.21,3.92,4.64,4.63
2008-06-04,4.001,4.46,4.864,4.934,4.1980059999999995,4.2466870000000005,4.51739,4.8562330000000005,4.982826,4.01125,4.45938,4.86188,4.93688,2.14,3.26,3.98,4.72,4.71
2008-06-05,3.98,4.458,4.866,4.938,4.392403,4.389946,4.579448,4.8903099999999995,5.010657,4.0025,4.45625,4.86438,4.93938,2.15,3.34,4.06,4.77,4.75
2008-06-06,3.963,4.479,4.967,5.113,4.501842,4.4354830000000005,4.556465,4.747016,4.8171029999999995,3.98375,4.47625,4.96,5.1125,2.12,3.2,3.94,4.67,4.65
2008-06-09,3.975,4.475,4.961,5.12,4.535732,4.527565,4.607948,4.745862000000001,4.796114,3.98125,4.47375,4.96125,5.12,2.29,3.41,4.02,4.68,4.64
2008-06-10,4.179,4.475,4.96,5.124,4.479272,4.536512999999999,4.659612,4.807035,4.859416,4.1075,4.47125,4.95938,5.12063,2.53,3.54,4.11,4.76,4.7
2008-06-11,4.04,4.472,4.959,5.12,4.433033,4.519305999999999,4.6806470000000004,4.85879,4.922169,4.04625,4.47125,4.955,5.11938,2.47,3.49,4.1,4.76,4.72
2008-06-12,4.036,4.474,4.958,5.129,4.445437999999999,4.583614,4.731635,4.901473999999999,4.962435,4.03875,4.47188,4.955,5.12125,2.62,3.68,4.23,4.83,4.77
2008-06-13,4.022,4.471,4.961,5.132,4.461695,4.6356209999999995,4.755698000000001,4.892436,4.941418,4.0325,4.46875,4.95688,5.12938,2.64,3.73,4.27,4.86,4.79
2008-06-16,4.027,4.473,4.96,5.126,4.539553,4.724605,4.776331,4.860325,4.891072,4.03625,4.47125,4.95813,5.125,2.68,3.73,4.25,4.84,4.77
2008-06-17,4.022,4.485,4.961,5.127,4.495830000000001,4.668666,4.7405919999999995,4.841565,4.878552,4.03375,4.48063,4.95875,5.125,2.58,3.66,4.23,4.85,4.78
2008-06-18,4.014,4.487,4.962,5.126,4.483621,4.661755,4.715463,4.779654,4.802321,4.025,4.48,4.95625,5.12375,2.53,3.57,4.16,4.77,4.72
2008-06-19,4.003,4.494,4.961,5.127,4.509826,4.730363,4.745837,4.779071,4.791194,4.01875,4.4925,4.95938,5.125,2.58,3.67,4.22,4.82,4.76
2008-06-20,3.988,4.489,4.959,5.126,4.481978,4.642189,4.700197,4.77266,4.798478,4.005,4.48938,4.95688,5.125,2.49,3.57,4.16,4.76,4.71
2008-06-23,3.997,4.489,4.958,5.126,4.4576199999999995,4.605327,4.6819239999999995,4.771947,4.804037999999999,4.0025,4.48938,4.95563,5.12625,2.57,3.65,4.19,4.77,4.71
2008-06-24,3.993,4.489,4.958,5.127,4.438425,4.583309,4.704979,4.820069,4.860248,4.00375,4.48938,4.9575,5.125,2.53,3.52,4.1,4.7,4.65
2008-06-25,3.957,4.482,4.958,5.125,4.463553,4.6089709999999995,4.714697,4.848451,4.897419,3.97,4.48063,4.955,5.12375,2.48,3.54,4.12,4.72,4.65
2008-06-26,3.892,4.467,4.955,5.121,4.449039,4.550255,4.67948,4.8489260000000005,4.91196,3.91125,4.46,4.95438,5.12125,2.39,3.44,4.07,4.67,4.62
2008-06-27,3.706,4.435,4.947,5.128,4.417189,4.504016,4.664425,4.89575,4.9848669999999995,3.7425,4.43688,4.94875,5.13,2.35,3.36,3.99,4.58,4.53
2008-06-30,4.265,4.44,4.947,5.13,4.494118,4.626691,4.731762000000001,4.918068,4.991816,4.20875,4.43938,4.94938,5.12938,2.36,3.34,3.99,4.59,4.53
2008-07-01,3.916,4.448,4.955,5.145,4.48035,4.559594000000001,4.677504,4.874630000000001,4.9515199999999995,3.92875,4.44688,4.95438,5.14438,2.38,3.33,4.01,4.6,4.55
2008-07-02,3.925,4.447,4.956,5.153,4.515347,4.6611839999999995,4.7450589999999995,4.905735,4.9701319999999996,3.935,4.44313,4.95438,5.14813,2.35,3.31,3.99,4.57,4.51
2008-07-03,3.938,4.464,4.966,5.165,4.439058999999999,4.546377,4.714601999999999,4.886226000000001,4.947238,3.93375,4.46375,4.96313,5.16125,2.3,3.28,3.99,4.58,4.53
2008-07-04,3.941,4.47,4.959,5.144,4.4048739999999995,4.481117,4.667974,4.905876999999999,4.994955,3.93125,4.46625,4.95688,5.1425,2.3,3.28,3.99,4.58,4.53
2008-07-07,3.913,4.47,4.96,5.144,4.374815,4.412043,4.585257,4.845771,4.947211,3.92125,4.4675,4.95438,5.14375,2.26,3.23,3.95,4.55,4.51
2008-07-08,3.792,4.471,4.962,5.14,4.370483,4.408425,4.577596,4.84011,4.943487999999999,3.8125,4.46875,4.95813,5.13688,2.26,3.19,3.91,4.51,4.46
2008-07-09,4.285,4.47,4.962,5.145,4.390525,4.419326,4.554004,4.815189,4.92316,4.2875,4.46875,4.96063,5.1425,2.21,3.11,3.85,4.47,4.42
2008-07-10,4.28,4.468,4.963,5.139,4.376239,4.398999,4.536608,4.796003,4.903364,4.28875,4.46813,4.95688,5.13375,2.2,3.1,3.83,4.47,4.42
2008-07-11,4.273,4.469,4.962,5.146,4.356008999999999,4.395101,4.529419,4.8076099999999995,4.93013,4.275,4.465,4.95938,5.14063,2.3,3.27,3.96,4.57,4.52
2008-07-14,4.277,4.469,4.962,5.146,4.338749,4.3917150000000005,4.540463,4.829923,4.955592,4.27125,4.46563,4.9575,5.14313,2.23,3.2,3.9,4.52,4.47
2008-07-15,4.277,4.469,4.961,5.14,4.290464,4.319175,4.504001000000001,4.8041480000000005,4.927738,4.28,4.46563,4.95813,5.13875,2.15,3.12,3.87,4.52,4.48
2008-07-16,4.285,4.47,4.957,5.136,4.306225,4.375682,4.5463260000000005,4.828564,4.946584,4.2825,4.46563,4.95313,5.13438,2.16,3.2,3.97,4.64,4.59
2008-07-17,4.282,4.471,4.958,5.139,4.3280199999999995,4.438354,4.58819,4.842852,4.951185,4.285,4.46813,4.95813,5.14063,2.26,3.35,4.07,4.7,4.65
2008-07-18,4.281,4.471,4.957,5.138,4.396411,4.547003,4.675175,4.907426,5.00636,4.27625,4.46688,4.95313,5.13625,2.26,3.42,4.11,4.71,4.66
2008-07-21,4.286,4.472,4.96,5.153,4.478279,4.640365,4.738555,4.9152510000000005,4.986063,4.28375,4.46875,4.95563,5.14938,2.3,3.41,4.09,4.69,4.64
2008-07-22,4.293,4.477,4.961,5.158,4.448082,4.612324,4.735754,4.920107,4.99233,4.28375,4.4725,4.955,5.15375,2.33,3.48,4.14,4.73,4.67
2008-07-23,4.296,4.482,4.963,5.161,4.455405000000001,4.650362,4.763147,4.939514,5.009525,4.29313,4.48,4.95938,5.15563,2.4,3.51,4.16,4.76,4.69
2008-07-24,4.297,4.483,4.962,5.155,4.376591,4.5358849999999995,4.6898599999999995,4.878497,4.950882,4.2975,4.4825,4.95938,5.15188,2.26,3.37,4.03,4.66,4.6
2008-07-25,4.292,4.483,4.962,5.148,4.380493,4.507886,4.678621,4.885952,4.965047,4.29125,4.48625,4.96313,5.14813,2.35,3.45,4.13,4.75,4.69
2008-07-28,4.297,4.482,4.962,5.149,4.3552040000000005,4.460388,4.655976,4.877779,4.961067,4.29375,4.48125,4.96,5.14688,2.28,3.34,4.06,4.69,4.63
2008-07-29,4.286,4.482,4.961,5.151,4.345530999999999,4.422395,4.624421,4.866617,4.958092,4.29438,4.4775,4.95938,5.14688,2.36,3.39,4.09,4.7,4.64
2008-07-30,4.296,4.48,4.963,5.158,4.322122,4.377175,4.575344,4.807342,4.893505,4.29375,4.47688,4.96063,5.15313,2.33,3.36,4.07,4.69,4.64
2008-07-31,4.381,4.479,4.968,5.156,4.310598000000001,4.311081,4.526609,4.764223,4.850427,4.3725,4.47813,4.9625,5.14875,2.27,3.25,3.99,4.63,4.59
2008-08-01,4.289,4.483,4.968,5.16,4.3201849999999995,4.275923000000001,4.497853,4.75002,4.841703,4.29125,4.47813,4.96313,5.15125,2.25,3.23,3.97,4.61,4.57
2008-08-04,4.3,4.485,4.97,5.163,4.316884,4.265286,4.489979,4.73764,4.82716,4.29,4.48188,4.965,5.15625,2.27,3.23,3.98,4.62,4.58
2008-08-05,4.309,4.485,4.968,5.162,4.313431,4.233339,4.466911,4.723617,4.8162,4.30125,4.4825,4.96688,5.15875,2.26,3.28,4.04,4.67,4.63
2008-08-06,4.313,4.487,4.967,5.166,4.312385,4.23404,4.471496,4.740619000000001,4.838504,4.3,4.47813,4.96438,5.1625,2.26,3.3,4.06,4.71,4.68
2008-08-07,4.316,4.487,4.968,5.167,4.2148449999999995,4.109514,4.417635,4.741294,4.858127,4.30875,4.48063,4.96375,5.16375,2.17,3.16,3.92,4.58,4.56
2008-08-08,4.295,4.486,4.966,5.149,4.191676999999999,4.073608999999999,4.395293,4.765486,4.9034830000000005,4.30625,4.47813,4.96063,5.15125,2.19,3.21,3.94,4.58,4.55
2008-08-11,4.295,4.486,4.965,5.155,4.2101809999999995,4.1033610000000005,4.419347,4.781974,4.917001,4.3,4.48188,4.95938,5.15188,2.27,3.27,3.99,4.64,4.61
2008-08-12,4.318,4.485,4.966,5.157,4.199634,4.059442,4.36811,4.724519,4.857267,4.32875,4.48063,4.95688,5.15188,2.18,3.16,3.91,4.58,4.55
2008-08-13,4.303,4.485,4.965,5.156,4.182840000000001,4.042046,4.3737699999999995,4.73919,4.874111,4.30375,4.48188,4.95813,5.15188,2.19,3.21,3.94,4.61,4.57
2008-08-14,4.309,4.485,4.964,5.157,4.177809,4.0277519999999996,4.361577,4.735843,4.875363,4.29688,4.48063,4.95625,5.15188,2.14,3.15,3.89,4.55,4.52
2008-08-15,4.292,4.485,4.966,5.162,4.169818,4.021142,4.352018,4.71939,4.854522,4.29375,4.4825,4.95813,5.15438,2.12,3.11,3.84,4.5,4.47
2008-08-18,4.302,4.485,4.963,5.159,4.154364,3.983229,4.318192,4.693795,4.832388,4.295,4.48375,4.95625,5.15688,2.15,3.07,3.82,4.47,4.44
2008-08-19,4.285,4.484,4.963,5.157,4.1126059999999995,3.9252160000000003,4.281446,4.683664,4.833185,4.29625,4.47938,4.95688,5.155,2.11,3.07,3.83,4.5,4.47
2008-08-20,4.277,4.485,4.964,5.16,4.136878,3.9484410000000003,4.279053,4.666894999999999,4.812328,4.275,4.47813,4.95563,5.15563,2.06,3.0,3.79,4.46,4.43
2008-08-21,4.273,4.484,4.963,5.16,4.189776,4.053527,4.348864,4.727901,4.874258,4.265,4.47375,4.95188,5.15188,2.1,3.08,3.84,4.49,4.46
2008-08-22,4.274,4.484,4.964,5.162,4.2129900000000005,4.1141309999999995,4.377979,4.729963,4.8678930000000005,4.26563,4.47375,4.95188,5.15313,2.17,3.14,3.87,4.5,4.46
2008-08-25,4.284,4.484,4.965,5.161,4.172572,4.013989,4.308987999999999,4.6717379999999995,4.8090720000000005,4.27,4.47938,4.95563,5.15325,2.12,3.04,3.79,4.42,4.4
2008-08-26,4.289,4.485,4.965,5.158,4.1309309999999995,3.954557,4.282708,4.67474,4.822507,4.27625,4.47875,4.9575,5.15188,2.19,3.06,3.79,4.43,4.4
2008-08-27,4.298,4.485,4.964,5.159,4.195069999999999,4.0769459999999995,4.370241,4.7427150000000005,4.884978,4.29375,4.47688,4.96,5.15125,2.16,3.02,3.77,4.41,4.38
2008-08-28,4.301,4.511,4.962,5.165,4.225887,4.140356,4.370985,4.693811,4.820183999999999,4.2975,4.5025,4.95938,5.15688,2.19,3.09,3.79,4.41,4.38
2008-08-29,4.355,4.511,4.963,5.169,4.198391,4.108836,4.344467,4.646116999999999,4.762165,4.36875,4.50438,4.95938,5.16,2.17,3.1,3.83,4.47,4.43
2008-09-01,4.296,4.513,4.961,5.165,4.156928,4.017861,4.304176999999999,4.620177,4.736389,4.30125,4.50813,4.95438,5.15563,2.17,3.1,3.83,4.47,4.43
2008-09-02,4.3,4.513,4.961,5.164,4.196699,4.103155999999999,4.38,4.696062,4.813466,4.3025,4.50813,4.95188,5.15438,2.12,3.0,3.74,4.39,4.36
2008-09-03,4.308,4.515,4.96,5.165,4.193548000000001,4.051539,4.346046,4.691994,4.821155999999999,4.30813,4.51125,4.95313,5.1575,2.08,2.95,3.71,4.36,4.32
2008-09-04,4.309,4.515,4.961,5.173,4.197328,3.995195,4.320231,4.688086,4.823067,4.3075,4.5125,4.95625,5.16375,2.04,2.87,3.64,4.31,4.27
2008-09-05,4.309,4.515,4.96,5.171,4.1476370000000005,3.8606559999999996,4.2113309999999995,4.624306,4.777639,4.31,4.51063,4.955,5.16375,2.07,2.91,3.66,4.31,4.27
2008-09-08,4.3,4.515,4.959,5.175,4.176613,3.941873,4.289391999999999,4.679494999999999,4.822666000000001,4.30375,4.51,4.955,5.16875,2.12,2.96,3.66,4.3,4.26
2008-09-09,3.916,4.515,4.958,5.174,4.178151000000001,3.9566660000000002,4.316036,4.707344,4.850058,3.9625,4.5125,4.955,5.16875,2.06,2.9,3.62,4.24,4.2
2008-09-10,4.303,4.515,4.959,5.175,4.15465,3.9504050000000004,4.303108,4.70445,4.853249,4.30375,4.50875,4.95313,5.1675,2.06,2.91,3.65,4.27,4.23
2008-09-11,4.306,4.515,4.958,5.179,4.12299,3.8852279999999997,4.261969000000001,4.708485,4.876866000000001,4.3,4.51125,4.95438,5.1725,2.01,2.87,3.64,4.25,4.2
2008-09-12,4.298,4.516,4.958,5.185,4.138415,3.9704910000000004,4.3364,4.767206,4.930683,4.295,4.51188,4.95188,5.17625,2.02,2.97,3.74,4.36,4.32
2008-09-15,4.465,4.524,4.964,5.187,4.022101999999999,3.82861,4.273748,4.760612999999999,4.943278,4.49375,4.52438,4.96563,5.18375,1.66,2.59,3.47,4.14,4.12
2008-09-16,4.216,4.533,4.969,5.192,3.933126,3.7963970000000002,4.232043,4.686441,4.857317,4.4175,4.53188,4.96625,5.18938,1.72,2.64,3.48,4.12,4.08
