Date,EURUSD
2005-09-01,1.249001
2005-09-02,1.253306
2005-09-05,1.252693
2005-09-06,1.245795
2005-09-07,1.2416040000000002
2005-09-08,1.239403
2005-09-09,1.241095
2005-09-12,1.229105
2005-09-13,1.228003
2005-09-14,1.227898
2005-09-15,1.223601
2005-09-16,1.2239
2005-09-19,1.213902
2005-09-20,1.2119010000000001
2005-09-21,
2005-09-22,1.215407
2005-09-23,1.204094
2005-09-26,1.207307
2005-09-27,1.201894
2005-09-28,1.2062
2005-09-29,1.2020959999999998
2005-09-30,1.202805
2005-10-03,1.1912989999999999
2005-10-04,1.1918950000000001
2005-10-05,1.201201
2005-10-06,1.217196
2005-10-07,1.213003
2005-10-10,1.204906
2005-10-11,1.198495
2005-10-12,1.202805
2005-10-13,1.201894
2005-10-14,1.2077
2005-10-17,1.2011
2005-10-18,1.1955
2005-10-19,1.1974040000000001
2005-10-20,1.2017930000000001
2005-10-21,1.1954
2005-10-24,1.197605
2005-10-25,1.211196
2005-10-26,1.206302
2005-10-27,1.2143
2005-10-28,1.207103
2005-10-31,1.1988969999999999
2005-11-01,1.2024
2005-11-02,1.206753
2005-11-03,1.1952
2005-11-04,1.1813069999999999
2005-11-07,1.179301
2005-11-08,1.176803
2005-11-09,1.177801
2005-11-10,1.167556
2005-11-11,1.173502
2005-11-14,1.169194
2005-11-15,1.1731989999999999
2005-11-16,1.167706
2005-11-17,1.174798
2005-11-18,1.177607
2005-11-21,1.1736950000000002
2005-11-22,1.1814049999999998
2005-11-23,1.1808049999999999
2005-11-24,1.1781059999999999
2005-11-25,1.172498
2005-11-28,1.185003
2005-11-29,1.176803
2005-11-30,1.180498
2005-12-01,1.174205
2005-12-02,1.171893
2005-12-05,1.178703
2005-12-06,1.179802
2005-12-07,1.171797
2005-12-08,1.1813069999999999
2005-12-09,1.1814049999999998
2005-12-12,1.1956
2005-12-13,1.1949
2005-12-14,1.1974040000000001
2005-12-15,1.1967020000000002
2005-12-16,1.201403
2005-12-19,1.200696
2005-12-20,1.1874930000000001
2005-12-21,1.1834040000000001
2005-12-22,1.187296
2005-12-23,1.1871969999999998
2005-12-26,1.1837959999999998
2005-12-27,1.185607
2005-12-28,1.184806
2005-12-29,1.185003
2005-12-30,1.184105
2006-01-02,1.181698
2006-01-03,1.2032969999999998
2006-01-04,1.211196
2006-01-05,1.210698
2006-01-06,1.215407
2006-01-09,1.207496
2006-01-10,1.206404
2006-01-11,1.213902
2006-01-12,1.2045
2006-01-13,1.2143
2006-01-16,1.2116069999999999
2006-01-17,1.210844
2006-01-18,1.2108
2006-01-19,1.2091020000000001
2006-01-20,1.2136069999999999
2006-01-23,1.2304059999999999
2006-01-24,1.226497
2006-01-25,1.2245
2006-01-26,1.221493
2006-01-27,1.209395
2006-01-30,1.208605
2006-01-31,1.2148450000000002
2006-02-01,1.206695
2006-02-02,1.208401
2006-02-03,1.202704
2006-02-06,1.196301
2006-02-07,1.1993
2006-02-08,1.196501
2006-02-09,1.1994
2006-02-10,1.190703
2006-02-13,1.191199
2006-02-14,1.191597
2006-02-15,1.1885940000000002
2006-02-16,1.190703
2006-02-17,1.194201
2006-02-20,1.193403
2006-02-21,1.1919950000000001
2006-02-22,1.191597
2006-02-23,1.192194
2006-02-24,1.187804
2006-02-27,1.185003
2006-02-28,1.1930040000000002
2006-03-01,1.1919950000000001
2006-03-02,1.203905
2006-03-03,1.204602
2006-03-06,1.201605
2006-03-07,1.1890040000000002
2006-03-08,1.192705
2006-03-09,1.190405
2006-03-10,1.1911
2006-03-13,1.1967020000000002
2006-03-14,1.201894
2006-03-15,1.207103
2006-03-16,1.217493
2006-03-17,1.2192
2006-03-20,1.216293
2006-03-21,1.2108
2006-03-22,1.207904
2006-03-23,1.197203
2006-03-24,1.2035
2006-03-27,1.2011
2006-03-28,1.2011
2006-03-29,1.203094
2006-03-30,1.216797
2006-03-31,1.2115040000000001
2006-04-03,1.213902
2006-04-04,1.2260010000000001
2006-04-05,1.228803
2006-04-06,1.2214040000000002
2006-04-07,1.209497
2006-04-10,1.211196
2006-04-11,1.214801
2006-04-12,1.211402
2006-04-13,1.2116069999999999
2006-04-14,1.211196
2006-04-17,1.2254
2006-04-18,1.236705
2006-04-19,1.237808
2006-04-20,1.230906
2006-04-21,1.2340959999999999
2006-04-24,1.238896
2006-04-25,1.2429
2006-04-26,1.244896
2006-04-27,1.253196
2006-04-28,1.2636
2006-05-01,1.2580040000000001
2006-05-02,1.261702
2006-05-03,1.262307
2006-05-04,1.270099
2006-05-05,1.272799
2006-05-08,1.2702930000000001
2006-05-09,1.276699
2006-05-10,1.277449
2006-05-11,1.285198
2006-05-12,1.292992
2006-05-15,1.279001
2006-05-16,1.285
2006-05-17,1.274194
2006-05-18,1.285099
2006-05-19,1.276699
2006-05-22,1.285298
2006-05-23,1.278298
2006-05-24,1.2774
2006-05-25,1.281
2006-05-26,1.273902
2006-05-29,1.275104
2006-05-30,1.286505
2006-05-31,1.281608
2006-06-01,1.281099
2006-06-02,1.291806
2006-06-05,1.290106
2006-06-06,1.282199
2006-06-07,1.280197
2006-06-08,1.264894
2006-06-09,1.264095
2006-06-12,1.258606
2006-06-13,1.2545950000000001
2006-06-14,1.260907
2006-06-15,1.2639989999999999
2006-06-16,1.264494
2006-06-19,1.2580040000000001
2006-06-20,1.258907
2006-06-21,1.266095
2006-06-22,1.2584950000000001
2006-06-23,1.2523950000000001
2006-06-26,1.258907
2006-06-27,1.256897
2006-06-28,1.2545950000000001
2006-06-29,1.2664
2006-06-30,1.278298
2006-07-03,1.280098
2006-07-04,1.279001
2006-07-05,1.273399
2006-07-06,1.277596
2006-07-07,1.282397
2006-07-10,1.274502
2006-07-11,1.276748
2006-07-12,1.271197
2006-07-13,1.269696
2006-07-14,1.264398
2006-07-17,1.2517989999999999
2006-07-18,1.2502030000000002
2006-07-19,1.259906
2006-07-20,1.263296
2006-07-21,1.2706
2006-07-24,1.2624030000000002
2006-07-25,1.2584
2006-07-26,1.2712940000000001
2006-07-27,1.269599
2006-07-28,1.275104
2006-07-31,1.2774
2006-08-01,1.282002
2006-08-02,1.279198
2006-08-03,1.279902
2006-08-04,1.287896
2006-08-07,1.281903
2006-08-08,1.276699
2006-08-09,1.287498
2006-08-10,1.279296
2006-08-11,1.272508
2006-08-14,1.272297
2006-08-15,1.2791
2006-08-16,1.2843069999999999
2006-08-17,1.283203
2006-08-18,1.282808
2006-08-21,1.2873
2006-08-22,1.281197
2006-08-23,1.278102
2006-08-24,1.276194
2006-08-25,1.2757049999999999
2006-08-28,1.279247
2006-08-29,1.282907
2006-08-30,1.284093
2006-08-31,1.280902
2006-09-01,1.283598
2006-09-04,1.2856940000000001
2006-09-05,1.282397
2006-09-06,1.281903
2006-09-07,1.273204
2006-09-08,1.267299
2006-09-11,1.271003
2006-09-12,1.269503
2006-09-13,1.269696
2006-09-14,1.272297
2006-09-15,1.265102
2006-09-18,1.2706959999999998
2006-09-19,1.2677
2006-09-20,1.268794
2006-09-21,1.278102
2006-09-22,1.28
2006-09-25,1.274502
2006-09-26,1.2686979999999999
2006-09-27,1.2706
2006-09-28,1.270357
2006-09-29,1.2662069999999999
2006-10-02,1.274194
2006-10-03,1.273496
2006-10-04,1.2712940000000001
2006-10-05,1.269551
2006-10-06,1.260398
2006-10-09,1.260097
2006-10-10,1.253196
2006-10-11,1.2523950000000001
2006-10-12,1.255997
2006-10-13,1.2505
2006-10-16,1.2541069999999999
2006-10-17,1.254501
2006-10-18,1.253903
2006-10-19,1.2627059999999999
2006-10-20,1.261607
2006-10-23,1.255099
2006-10-24,1.255903
2006-10-25,1.261607
2006-10-26,1.269406
2006-10-27,1.274307
2006-10-30,1.271795
2006-10-31,1.276699
2006-11-01,1.2754450000000002
2006-11-02,1.2780040000000001
2006-11-03,1.2706959999999998
2006-11-06,1.272556
2006-11-07,1.277906
2006-11-08,1.275998
2006-11-09,1.283252
2006-11-10,1.285397
2006-11-13,1.282594
2006-11-14,1.2813940000000001
2006-11-15,1.2824950000000002
2006-11-16,1.2793940000000001
2006-11-17,1.285
2006-11-20,1.2818049999999999
2006-11-21,1.284604
2006-11-22,1.293895
2006-11-23,1.295203
2006-11-24,1.3085069999999999
2006-11-27,1.313301
2006-11-28,1.320393
2006-11-29,1.3148030000000002
2006-11-30,1.3251
2006-12-01,1.334098
2006-12-04,1.3336
2006-12-05,1.331895
2006-12-06,1.328656
2006-12-07,1.3286040000000001
2006-12-08,1.339405
2006-12-11,1.3251
2006-12-12,1.328498
2006-12-13,1.321807
2006-12-14,1.3156510000000001
2006-12-15,1.309895
2006-12-18,1.310599
2006-12-19,1.320707
2006-12-20,1.318705
2006-12-21,1.318392
2006-12-22,1.313698
2006-12-25,1.3135940000000002
2006-12-26,1.310994
2006-12-27,1.312508
2006-12-28,1.3148030000000002
2006-12-29,1.319801
2007-01-01,1.321895
2007-01-02,1.327598
2007-01-03,1.317107
2007-01-04,1.309295
2007-01-05,1.298499
2007-01-08,1.304002
2007-01-09,1.2996969999999999
2007-01-10,1.293996
2007-01-11,1.289507
2007-01-12,1.292808
2007-01-15,1.2935940000000001
2007-01-16,1.292006
2007-01-17,1.293996
2007-01-18,1.296092
2007-01-19,1.296899
2007-01-22,1.295001
2007-01-23,1.3023040000000001
2007-01-24,1.296294
2007-01-25,1.293996
2007-01-26,1.292892
2007-01-29,1.296294
2007-01-30,1.2965959999999999
2007-01-31,1.3023040000000001
2007-02-01,1.3018969999999999
2007-02-02,1.296395
2007-02-05,1.293193
2007-02-06,1.298398
2007-02-07,1.3023040000000001
2007-02-08,1.304002
2007-02-09,1.3006950000000002
2007-02-12,1.296294
2007-02-13,1.3032030000000001
2007-02-14,1.313991
2007-02-15,1.313508
2007-02-16,1.3138020000000001
2007-02-19,1.315201
2007-02-20,1.3148030000000002
2007-02-21,1.3139049999999999
2007-02-22,1.312508
2007-02-23,1.316898
2007-02-26,1.3194
2007-02-27,1.3232059999999999
2007-02-28,1.322891
2007-03-01,1.3170030000000001
2007-03-02,1.3165
2007-03-05,1.3086950000000002
2007-03-06,1.3138020000000001
2007-03-07,1.3178530000000002
2007-03-08,1.314199
2007-03-09,1.311596
2007-03-12,1.318791
2007-03-13,1.319
2007-03-14,1.323504
2007-03-15,1.3283040000000002
2007-03-16,1.331806
2007-03-19,1.331292
2007-03-20,1.331593
2007-03-21,1.339908
2007-03-22,1.333404
2007-03-23,1.329699
2007-03-26,1.333191
2007-03-27,1.3365049999999998
2007-03-28,1.331505
2007-03-29,1.333493
2007-03-30,1.335898
2007-04-02,1.337006
2007-04-03,1.332498
2007-04-04,1.337399
2007-04-05,1.343201
2007-04-06,1.340195
2007-04-09,1.3355059999999999
2007-04-10,1.343201
2007-04-11,1.343996
2007-04-12,1.3491090000000001
2007-04-13,1.3521
2007-04-16,1.352905
2007-04-17,1.357202
2007-04-18,1.3613959999999998
2007-04-19,1.362435
2007-04-20,1.358899
2007-04-23,1.3584
2007-04-24,1.363605
2007-04-25,1.363903
2007-04-26,1.358899
2007-04-27,1.365505
2007-04-30,1.365206
2007-05-01,1.3601
2007-05-02,1.358806
2007-05-03,1.355601
2007-05-04,1.358899
2007-05-07,1.3600079999999999
2007-05-08,1.354096
2007-05-09,1.3527040000000001
2007-05-10,1.348309
2007-05-11,1.3521
2007-05-14,1.354298
2007-05-15,1.359601
2007-05-16,1.352393
2007-05-17,1.3496920000000001
2007-05-18,1.351297
2007-05-21,1.346602
2007-05-22,1.345207
2007-05-23,1.345804
2007-05-24,1.3430030000000002
2007-05-25,1.345008
2007-05-28,1.345207
2007-05-29,1.344592
2007-05-30,1.343201
2007-05-31,1.345605
2007-06-01,1.344194
2007-06-04,1.3492
2007-06-05,1.352009
2007-06-06,1.349291
2007-06-07,1.342805
2007-06-08,1.3360049999999999
2007-06-11,1.335595
2007-06-12,1.330601
2007-06-13,1.331009
2007-06-14,1.331593
2007-06-15,1.3379
2007-06-18,1.3415979999999998
2007-06-19,1.342408
2007-06-20,1.339603
2007-06-21,1.339405
2007-06-22,1.347092
2007-06-25,1.346801
2007-06-26,1.344899
2007-06-27,1.345497
2007-06-28,1.344701
2007-06-29,1.353601
2007-07-02,1.363494
2007-07-03,1.361192
2007-07-04,1.361507
2007-07-05,1.359897
2007-07-06,1.362992
2007-07-09,1.362398
2007-07-10,1.376008
2007-07-11,1.375402
2007-07-12,1.3787969999999998
2007-07-13,1.378493
2007-07-16,1.3776950000000001
2007-07-17,1.379006
2007-07-18,1.380701
2007-07-19,1.379805
2007-07-20,1.383394
2007-07-23,1.380491
2007-07-24,1.382495
2007-07-25,1.372608
2007-07-26,1.375005
2007-07-27,1.363605
2007-07-30,1.371197
2007-07-31,1.367204
2007-08-01,1.367708
2007-08-02,1.370708
2007-08-03,1.378702
2007-08-06,1.379691
2007-08-07,1.374098
2007-08-08,1.3803
2007-08-09,1.367409
2007-08-10,1.3689069999999999
2007-08-13,1.361304
2007-08-14,1.353491
2007-08-15,1.342805
2007-08-16,1.342498
2007-08-17,1.3494
2007-08-20,1.347491
2007-08-21,1.345497
2007-08-22,1.3549950000000002
2007-08-23,1.355693
2007-08-24,1.3666989999999999
2007-08-27,1.363791
2007-08-28,1.359897
2007-08-29,1.367409
2007-08-30,1.364201
2007-08-31,1.364201
2007-09-03,1.3613959999999998
2007-09-04,1.3620079999999999
2007-09-05,1.365393
2007-09-06,1.3696
2007-09-07,1.377505
2007-09-10,
2007-09-11,1.3840059999999998
2007-09-12,1.390801
2007-09-13,1.386693
2007-09-14,1.387809
2007-09-17,1.386501
2007-09-18,1.397995
2007-09-19,1.396902
2007-09-20,1.4078950000000001
2007-09-21,1.4092049999999998
2007-09-24,1.4074
2007-09-25,1.415208
2007-09-26,1.413308
2007-09-27,1.415208
2007-09-28,1.426493
2007-10-01,1.4236090000000001
2007-10-02,1.415208
2007-10-03,1.41
2007-10-04,1.413507
2007-10-05,1.413308
2007-10-08,1.404909
2007-10-09,1.410696
2007-10-10,1.414107
2007-10-11,1.420192
2007-10-12,1.419003
2007-10-15,1.4203940000000002
2007-10-16,1.4176959999999998
2007-10-17,1.421707
2007-10-18,1.42949
2007-10-19,1.4296950000000002
2007-10-22,1.417997
2007-10-23,1.425801
2007-10-24,1.42631
2007-10-25,1.432603
2007-10-26,1.4393049999999998
2007-10-29,1.4417950000000002
2007-10-30,1.444002
2007-10-31,1.447199
2007-11-01,1.44271
2007-11-02,1.448792
2007-11-05,1.447807
2007-11-06,1.45641
2007-11-07,1.462394
2007-11-08,1.468105
2007-11-09,1.467502
2007-11-12,1.452391
2007-11-13,1.4620950000000001
2007-11-14,1.465008
2007-11-15,1.4620950000000001
2007-11-16,1.4634
2007-11-19,1.466899
2007-11-20,1.4833049999999999
2007-11-21,1.485796
2007-11-22,1.4855969999999998
2007-11-23,1.4801
2007-11-26,
2007-11-27,1.48379
2007-11-28,1.484098
2007-11-29,1.475993
2007-11-30,1.469594
2007-12-03,1.467007
2007-12-04,1.476603
2007-12-05,1.459897
2007-12-06,1.46591
2007-12-07,1.46561
2007-12-10,1.470891
2007-12-11,1.466491
2007-12-12,1.4716049999999998
2007-12-13,1.4629940000000001
2007-12-14,1.44371
2007-12-17,1.441296
2007-12-18,
2007-12-19,1.438394
2007-12-20,1.433301
2007-12-21,1.438807
2007-12-24,1.439698
2007-12-25,1.4395950000000002
2007-12-26,1.448792
2007-12-27,1.46139
2007-12-28,1.4718
2007-12-31,1.46011
2008-01-01,1.46201
2008-01-02,1.471692
2008-01-03,1.474491
2008-01-04,1.475492
2008-01-07,1.468299
2008-01-08,1.557099
2008-01-09,1.466405
2008-01-10,1.4801
2008-01-11,1.479006
2008-01-14,1.4869
2008-01-15,1.48021
2008-01-16,1.466405
2008-01-17,1.464
2008-01-18,1.4617959999999999
2008-01-21,1.4420030000000001
2008-01-22,1.4647940000000002
2008-01-23,1.463208
2008-01-24,1.4774100000000001
2008-01-25,1.467502
2008-01-28,1.478809
2008-01-29,1.477192
2008-01-30,1.483107
2008-01-31,1.4865030000000001
2008-02-01,1.479991
2008-02-04,1.4828
2008-02-05,1.463807
2008-02-06,1.46171
2008-02-07,1.44789
2008-02-08,1.557099
2008-02-11,1.4502
2008-02-12,1.458194
2008-02-13,1.4556040000000001
2008-02-14,1.464408
2008-02-15,1.46761
2008-02-18,1.465008
2008-02-19,1.472993
2008-02-20,1.472299
2008-02-21,1.481503
2008-02-22,1.482602
2008-02-25,1.4835909999999999
2008-02-26,1.49961
2008-02-27,1.511807
2008-02-28,1.519595
2008-02-29,1.519203
2008-03-03,1.520011
2008-03-04,1.521005
2008-03-05,1.5276969999999999
2008-03-06,1.538509
2008-03-07,1.533601
2008-03-10,1.534095
2008-03-11,1.534189
2008-03-12,1.554002
2008-03-13,1.562207
2008-03-14,1.561792
2008-03-17,1.5748030000000002
2008-03-18,1.565803
2008-03-19,1.563893
2008-03-20,1.544211
2008-03-21,1.569711
2008-03-24,1.543496
2008-03-25,1.561207
2008-03-26,1.5824040000000001
2008-03-27,1.5814030000000001
2008-03-28,1.576094
2008-03-31,1.575796
2008-04-01,
2008-04-02,1.567791
2008-04-03,1.566711
2008-04-04,1.573688
2008-04-07,1.5705
2008-04-08,1.5578020000000001
2008-04-09,1.5824040000000001
2008-04-10,1.574208
2008-04-11,1.582203
2008-04-14,1.5825040000000001
2008-04-15,1.5786069999999999
2008-04-16,1.595813
2008-04-17,1.5902040000000002
2008-04-18,1.573391
2008-04-21,1.591191
2008-04-22,1.598798
2008-04-23,1.587402
2008-04-24,1.568406
2008-04-25,1.563697
2008-04-28,1.565288
2008-04-29,1.556711
2008-04-30,1.562207
2008-05-01,
2008-05-02,1.5434
2008-05-05,1.549811
2008-05-06,1.553591
2008-05-07,1.538509
2008-05-08,1.546408
2008-05-09,1.5489950000000001
2008-05-12,1.554002
2008-05-13,1.5477
2008-05-14,1.54691
2008-05-15,1.545094
2008-05-16,1.5596
2008-05-19,1.5527950000000001
2008-05-20,1.565411
2008-05-21,1.578806
2008-05-22,1.573193
2008-05-23,1.5785069999999999
2008-05-26,1.577934
2008-05-27,1.5690950000000001
2008-05-28,1.565607
2008-05-29,1.551807
2008-05-30,1.554098
2008-06-02,1.554606
2008-06-03,1.545022
2008-06-04,1.543258
2008-06-05,1.5588950000000001
2008-06-06,1.5785069999999999
2008-06-09,1.564358
2008-06-10,1.546408
2008-06-11,1.555791
2008-06-12,1.5460969999999998
2008-06-13,1.536901
2008-06-16,1.547389
2008-06-17,1.552193
2008-06-18,1.553808
2008-06-19,1.550989
2008-06-20,1.562793
2008-06-23,1.552289
2008-06-24,1.557002
2008-06-25,1.5673979999999998
2008-06-26,1.575299
2008-06-27,1.575299
2008-06-30,1.575002
2008-07-01,
2008-07-02,1.587806
2008-07-03,1.570007
2008-07-04,1.571388
2008-07-07,1.572006
2008-07-08,1.53339
2008-07-09,1.573589
2008-07-10,1.5785069999999999
2008-07-11,1.5948959999999999
2008-07-14,1.589092
2008-07-15,1.589901
2008-07-16,1.582203
2008-07-17,1.58559
2008-07-18,1.585389
2008-07-21,1.591394
2008-07-22,1.579205
2008-07-23,1.569243
2008-07-24,1.5688739999999999
2008-07-25,1.5673
2008-07-28,1.574134
2008-07-29,1.5590899999999999
2008-07-30,1.557366
2008-07-31,1.559308
2008-08-01,
2008-08-04,
2008-08-05,
2008-08-06,
2008-08-07,
2008-08-08,1.504891
2008-08-11,
2008-08-12,
2008-08-13,
2008-08-14,
2008-08-15,
2008-08-18,
2008-08-19,
2008-08-20,
2008-08-21,
2008-08-22,
2008-08-25,
2008-08-26,1.4647940000000002
2008-08-27,1.472581
2008-08-28,1.47141
2008-08-29,1.467093
2008-09-01,1.457492
2008-09-02,1.451589
2008-09-03,1.448604
2008-09-04,1.426493
2008-09-05,1.427491
2008-09-08,1.505004
2008-09-09,1.414847
2008-09-10,1.398406
2008-09-11,1.3996
2008-09-12,1.423994
2008-09-15,1.4269
2008-09-16,1.413507
2008-09-17,1.4329319999999999
2008-09-18,1.430492
2008-09-19,1.4417950000000002
2008-09-22,1.479596
2008-09-23,1.469292
2008-09-24,1.463315
2008-09-25,1.464193
2008-09-26,1.459897
2008-09-29,1.439325
2008-09-30,1.409642
2008-10-01,1.40162
2008-10-02,1.380796
2008-10-03,1.378493
2008-10-06,1.350494
2008-10-07,1.358806
2008-10-08,1.495707
2008-10-09,1.359804
2008-10-10,1.3398
2008-10-13,1.3621940000000001
2008-10-14,1.361804
2008-10-15,1.344393
2008-10-16,1.349
2008-10-17,1.3423
2008-10-20,1.3313270000000001
2008-10-21,1.306114
2008-10-22,1.281673
2008-10-23,1.294498
2008-10-24,1.262993
2008-10-27,1.2464629999999999
2008-10-28,1.280902
2008-10-29,1.295924
2008-10-30,1.2868030000000001
2008-10-31,1.2701959999999999
2008-11-03,1.261798
2008-11-04,1.298398
2008-11-05,1.291806
2008-11-06,1.269503
2008-11-07,1.271407
2008-11-10,1.2747950000000001
2008-11-11,1.251596
2008-11-12,1.2459040000000001
2008-11-13,1.2788709999999999
2008-11-14,1.2597
2008-11-17,1.264398
2008-11-18,1.263695
2008-11-19,1.250531
2008-11-20,1.2439049999999998
2008-11-21,1.259097
2008-11-24,1.291773
2008-11-25,1.303407
2008-11-26,1.289923
2008-11-27,1.289507
2008-11-28,1.269793
2008-12-01,1.259906
2008-12-02,1.271326
2008-12-03,1.270793
2008-12-04,1.2774
2008-12-05,1.271698
2008-12-08,1.491803
2008-12-09,1.292608
2008-12-10,1.3014059999999998
2008-12-11,1.3329959999999998
2008-12-12,1.335399
2008-12-15,1.3696
2008-12-16,1.406193
2008-12-17,1.440839
2008-12-18,1.4293069999999999
2008-12-19,1.392603
2008-12-22,1.395907
2008-12-23,1.393787
2008-12-24,1.400894
2008-12-25,1.401502
2008-12-26,1.4027020000000001
2008-12-29,1.4039030000000001
2008-12-30,1.414007
2008-12-31,1.397995
2009-01-01,1.399894
2009-01-02,1.392292
2009-01-05,1.364592
2009-01-06,1.351004
2009-01-07,1.3611
2009-01-08,1.369901
2009-01-09,1.345497
2009-01-12,1.3360049999999999
2009-01-13,1.320202
2009-01-14,1.3217020000000002
2009-01-15,1.315807
2009-01-16,1.329204
2009-01-19,1.309397
2009-01-20,1.288494
2009-01-21,1.300508
2009-01-22,1.300678
2009-01-23,1.2964959999999999
2009-01-26,1.319192
2009-01-27,1.321598
2009-01-28,1.3153219999999999
2009-01-29,1.293795
2009-01-30,1.2836969999999999
2009-02-02,1.281493
2009-02-03,1.301287
2009-02-04,1.285562
2009-02-05,1.279116
2009-02-06,1.292708
2009-02-09,1.295908
2009-02-10,1.291406
2009-02-11,1.2868030000000001
2009-02-12,1.289092
2009-02-13,1.286604
2009-02-16,1.279902
2009-02-17,1.258194
2009-02-18,1.256897
2009-02-19,1.265903
2009-02-20,1.293293
2009-02-23,1.2678129999999999
2009-02-24,1.287399
2009-02-25,1.272426
2009-02-26,1.272054
2009-02-27,1.267893
2009-03-02,1.256408
2009-03-03,1.25318
2009-03-04,1.263807
2009-03-05,1.254674
2009-03-06,1.263807
2009-03-09,1.262276
2009-03-10,1.271666
2009-03-11,1.280672
2009-03-12,1.28989
2009-03-13,1.292992
2009-03-16,1.297606
2009-03-17,1.3033219999999999
2009-03-18,1.348399
